subject	predicate	object
http://www.wikidata.org/entity/Q16889133	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q21146257	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q21146257	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16889133
http://www.wikidata.org/entity/Q286583	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16686448
http://www.wikidata.org/entity/Q37866906	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1554231
http://www.wikidata.org/entity/Q37866906	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q3523102
http://www.wikidata.org/entity/Q3529597	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q63872616
http://www.wikidata.org/entity/Q12774177	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q937228
http://www.wikidata.org/entity/Q12774177	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35825432
http://www.wikidata.org/entity/Q35758	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q28732711
http://www.wikidata.org/entity/Q35758	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q28729648
http://www.wikidata.org/entity/Q386724	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16686448
http://www.wikidata.org/entity/Q15824073	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q10273457
http://www.wikidata.org/entity/Q115668308	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q386724
http://www.wikidata.org/entity/Q115668308	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q2424752
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q4263830
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q39725049
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q49848
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q234460
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q732577
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q47461344
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q88392887
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q1313396
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q1425760
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q8776414
http://www.wikidata.org/entity/Q191067	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q28747765
http://www.wikidata.org/entity/Q29028649	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q131362181
http://www.wikidata.org/entity/Q96251598	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q96251598	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q21146257
http://www.wikidata.org/entity/Q488383	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q151885
http://www.wikidata.org/entity/Q488383	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q488383	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q20088085	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1580166
http://www.wikidata.org/entity/Q20088085	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q15474042
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q483394
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q21146257
http://www.wikidata.org/entity/Q107478770	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q21550682
http://www.wikidata.org/entity/Q47461344	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q504952
http://www.wikidata.org/entity/Q47461344	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q15621286
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q107478770
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q286583
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q3523102
http://www.wikidata.org/entity/Q107435521	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q59163641
http://www.wikidata.org/entity/Q3241972	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q32483
http://www.wikidata.org/entity/Q3241972	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q80071
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q201413
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q78754808
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q184754
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q8171
http://www.wikidata.org/entity/Q88376242	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q184914
http://www.wikidata.org/entity/Q88392887	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q13196193
http://www.wikidata.org/entity/Q88392887	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q17537576
http://www.wikidata.org/entity/Q88392887	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q47461344
http://www.wikidata.org/entity/Q151885	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q151885	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q7048977
http://www.wikidata.org/entity/Q151885	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q15916540
http://www.wikidata.org/entity/Q19868531	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q151885
http://www.wikidata.org/entity/Q23958852	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q23958852	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16889133
http://www.wikidata.org/entity/Q5127848	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q5127848	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q33104279
http://www.wikidata.org/entity/Q5127848	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q7048977
http://www.wikidata.org/entity/Q5127848	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q99527517
http://www.wikidata.org/entity/Q5127848	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q36809769
http://www.wikidata.org/entity/Q35120	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q35120	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q124711104
http://www.wikidata.org/entity/Q16686448	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q33104279
http://www.wikidata.org/entity/Q16686448	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q96251598
http://www.wikidata.org/entity/Q16686448	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q488383
http://www.wikidata.org/entity/Q1554231	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q31464082
http://www.wikidata.org/entity/Q1554231	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q53617489
http://www.wikidata.org/entity/Q1554231	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q188460
http://www.wikidata.org/entity/Q3523102	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q112234259
http://www.wikidata.org/entity/Q3523102	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q31464082
http://www.wikidata.org/entity/Q63872616	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q63872603
http://www.wikidata.org/entity/Q937228	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q714737
http://www.wikidata.org/entity/Q937228	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q937228	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q7048977
http://www.wikidata.org/entity/Q35825432	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q35825432	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q39546
http://www.wikidata.org/entity/Q35825432	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q3348297
http://www.wikidata.org/entity/Q35825432	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q12385831
http://www.wikidata.org/entity/Q28732711	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q378078
http://www.wikidata.org/entity/Q28732711	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q4406616
http://www.wikidata.org/entity/Q28729648	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q43116
http://www.wikidata.org/entity/Q28729648	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q44363
http://www.wikidata.org/entity/Q28729648	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q10547012
http://www.wikidata.org/entity/Q28729648	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q28726955
http://www.wikidata.org/entity/Q10273457	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q63981612
http://www.wikidata.org/entity/Q10273457	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q123035442
http://www.wikidata.org/entity/Q10273457	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q223557
http://www.wikidata.org/entity/Q10273457	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q2424752
http://www.wikidata.org/entity/Q4263830	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q4263830	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1437361
http://www.wikidata.org/entity/Q4263830	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q7725634
http://www.wikidata.org/entity/Q1313396	http://www.wikidata.org/prop/direct/P136	http://www.wikidata.org/entity/Q15975772
http://www.wikidata.org/entity/Q1313396	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q3529597
http://www.wikidata.org/entity/Q1313396	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q47461344
http://www.wikidata.org/entity/Q1425760	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q230768
http://www.wikidata.org/entity/Q1425760	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q18585177
http://www.wikidata.org/entity/Q8776414	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q234460
http://www.wikidata.org/entity/Q8776414	http://www.wikidata.org/prop/direct/P136	http://www.wikidata.org/entity/Q2243831
http://www.wikidata.org/entity/Q8776414	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q194431
http://www.wikidata.org/entity/Q28747765	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q234460
http://www.wikidata.org/entity/Q131362181	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q131841
http://www.wikidata.org/entity/Q131362181	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q151885
http://www.wikidata.org/entity/Q1580166	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q191067
http://www.wikidata.org/entity/Q1580166	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1309508
http://www.wikidata.org/entity/Q1580166	http://www.wikidata.org/prop/direct/P921	http://www.wikidata.org/entity/Q101072
http://www.wikidata.org/entity/Q1580166	http://www.wikidata.org/prop/direct/P921	http://www.wikidata.org/entity/Q115372263
http://www.wikidata.org/entity/Q15474042	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q36774
http://www.wikidata.org/entity/Q15474042	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q111279923
http://www.wikidata.org/entity/Q15474042	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q83378585
http://www.wikidata.org/entity/Q483394	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q483394	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16889133
http://www.wikidata.org/entity/Q21550682	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q21550682	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q188619
http://www.wikidata.org/entity/Q504952	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1084
http://www.wikidata.org/entity/Q15621286	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q386724
http://www.wikidata.org/entity/Q59163641	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q11028
http://www.wikidata.org/entity/Q59163641	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q12488383
http://www.wikidata.org/entity/Q32483	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q1188648
http://www.wikidata.org/entity/Q32483	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q494756
http://www.wikidata.org/entity/Q80071	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1272626
http://www.wikidata.org/entity/Q80071	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q3695082
http://www.wikidata.org/entity/Q201413	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q131744452
http://www.wikidata.org/entity/Q201413	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q8366
http://www.wikidata.org/entity/Q201413	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1799072
http://www.wikidata.org/entity/Q78754808	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q47574
http://www.wikidata.org/entity/Q78754808	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1618549
http://www.wikidata.org/entity/Q184754	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q190087
http://www.wikidata.org/entity/Q184754	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q827335
http://www.wikidata.org/entity/Q184754	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q133250
http://www.wikidata.org/entity/Q184754	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q173285
http://www.wikidata.org/entity/Q184754	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q32483
http://www.wikidata.org/entity/Q8171	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q2944660
http://www.wikidata.org/entity/Q8171	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q115372263
http://www.wikidata.org/entity/Q8171	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q8188
http://www.wikidata.org/entity/Q8171	http://www.wikidata.org/prop/direct/P527	http://www.wikidata.org/entity/Q210523
http://www.wikidata.org/entity/Q184914	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q617945
http://www.wikidata.org/entity/Q184914	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q1641420
http://www.wikidata.org/entity/Q184914	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q73071329
http://www.wikidata.org/entity/Q13196193	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q1969448
http://www.wikidata.org/entity/Q13196193	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q17537576	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q15621286
http://www.wikidata.org/entity/Q7048977	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q7048977	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q96251598
http://www.wikidata.org/entity/Q7048977	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q15916540	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1786828
http://www.wikidata.org/entity/Q33104279	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q151885
http://www.wikidata.org/entity/Q33104279	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1969448
http://www.wikidata.org/entity/Q99527517	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q99527517	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q36809769	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q13196193
http://www.wikidata.org/entity/Q124711104	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q19478619
http://www.wikidata.org/entity/Q124711104	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q16889133
http://www.wikidata.org/entity/Q31464082	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q613930
http://www.wikidata.org/entity/Q31464082	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q4897819
http://www.wikidata.org/entity/Q31464082	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q53617489	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q124711104
http://www.wikidata.org/entity/Q53617489	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q103940464
http://www.wikidata.org/entity/Q188460	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1970309
http://www.wikidata.org/entity/Q188460	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q4406616
http://www.wikidata.org/entity/Q188460	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q11879003
http://www.wikidata.org/entity/Q112234259	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q23958852
http://www.wikidata.org/entity/Q112234259	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q96251598
http://www.wikidata.org/entity/Q63872603	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q1310239
http://www.wikidata.org/entity/Q714737	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q33104279
http://www.wikidata.org/entity/Q714737	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q7048977
http://www.wikidata.org/entity/Q39546	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q96251598
http://www.wikidata.org/entity/Q39546	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q104086571
http://www.wikidata.org/entity/Q39546	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q8205328
http://www.wikidata.org/entity/Q39546	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q10273457
http://www.wikidata.org/entity/Q39546	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q123691918
http://www.wikidata.org/entity/Q3348297	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q76430006
http://www.wikidata.org/entity/Q3348297	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q28973077
http://www.wikidata.org/entity/Q3348297	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35825432
http://www.wikidata.org/entity/Q12385831	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q1969448
http://www.wikidata.org/entity/Q12385831	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q35825432
http://www.wikidata.org/entity/Q12385831	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q131929187
http://www.wikidata.org/entity/Q12385831	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q79529
http://www.wikidata.org/entity/Q378078	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q33104279
http://www.wikidata.org/entity/Q378078	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q35120
http://www.wikidata.org/entity/Q4406616	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q96251598
http://www.wikidata.org/entity/Q4406616	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q104086571
http://www.wikidata.org/entity/Q4406616	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q488383
http://www.wikidata.org/entity/Q4406616	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q132907471
http://www.wikidata.org/entity/Q43116	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q22675015
http://www.wikidata.org/entity/Q43116	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q28846113
http://www.wikidata.org/entity/Q43116	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q63243922
http://www.wikidata.org/entity/Q44363	http://www.wikidata.org/prop/direct/P31	http://www.wikidata.org/entity/Q22675015
http://www.wikidata.org/entity/Q44363	http://www.wikidata.org/prop/direct/P279	http://www.wikidata.org/entity/Q28877390
